gender,age,race,education,education_group,income,employment,job_role,region,ITwealth,IThealth,ITcivic,ITwork
Male,25 to 34,White,Graduate degree,Post-graduate,$75K-$99K,Employed/Working FT,Licensed professional,West South Central,4.5,4.5,4.5,2.5
Male,45 to 54,Black,Graduated from HighSchool,HighSchool or less,$25K-$49K,Employed/Working FT,Owner/Exec/Mgmt,South Atlantic,3,4.5,5,3.5
Male,55 to 64,White,Graduate degree,Post-graduate,$75K-$99K,Employed/Working FT,Admin professional,East North Central,4.5,3,5,3.5
Male,45 to 54,White,Bachelor degree,Bachelor degree,$150K and up,Employed/Working FT,Owner/Exec/Mgmt,Middle Atlantic,3,4,5,4
Male,45 to 54,White,Some college,Some college,$50K-$74K,Employed/Working FT,Owner/Exec/Mgmt,East North Central,4.5,3.5,4.5,3.5
Male,55 to 64,White,Bachelor degree,Bachelor degree,$150K and up,Employed/Working part-time,Technical/skilled trade,New England,5,3.5,5,2.5
Male,65 to 74,White,Bachelor degree,Bachelor degree,$100K-$149K,Retired,Other,South Atlantic,2,4.5,5,4.5
Male,55 to 64,White,Graduated from HighSchool,HighSchool or less,$100K-$149K,Employed/Working FT,Technical/skilled trade,Middle Atlantic,2,0,0,0
Male,18 to 24,Black,Some college,Some college,$0-$24K,Employed/Working FT,Contract/freelance,East North Central,2.5,3,2,1
Female,55 to 64,Some other race,Some HighSchool,HighSchool or less,$0-$24K,Disabled/Unable to work,Not employed,Mountain,5,4.5,3.5,3
Male,45 to 54,White,Bachelor degree,Bachelor degree,$100K-$149K,Employed/Working FT,Licensed professional,South Atlantic,4.5,3.5,4,4
Male,25 to 34,Black,Some college,Some college,$150K and up,Student,Contract/freelance,South Atlantic,4,4,4,4
Male,55 to 64,White,Some graduate school,Post-graduate,$150K and up,Employed/Working FT,Owner/Exec/Mgmt,New England,4.5,3.5,4,4
Female,65 to 74,White,Graduate degree,Post-graduate,$50K-$74K,Retired,Not employed,West North Central,5,3.5,4.5,3
Female,55 to 64,White,Bachelor degree,Bachelor degree,$75K-$99K,Retired,Not employed,East North Central,5,4.5,4.5,2
Female,55 to 64,White,Bachelor degree,Bachelor degree,$50K-$74K,Employed/Working FT,Technical/skilled trade,West North Central,5,2.5,5,3.5
Male,55 to 64,White,Some college,Some college,$150K and up,Retired,Not employed,South Atlantic,4,3.5,4.5,4
Female,45 to 54,Asian,Graduate degree,Post-graduate,$100K-$149K,Employed/Working FT,Licensed professional,Pacific,4.5,3.5,3,5
Female,65 to 74,White,Some college,Some college,$25K-$49K,Retired,Not employed,Pacific,4,4,4.5,3.5
Female,18 to 24,Black,Some college,Some college,$150K and up,Not employed/Looking for work,Logistics/transportation,South Atlantic,2,3,2,1.5
Male,35 to 44,White,Some HighSchool,HighSchool or less,$0-$24K,Disabled/Unable to work,Not employed,West North Central,5,3.5,5,2.5
Female,45 to 54,White,Bachelor degree,Bachelor degree,$0-$24K,Employed/Working part-time,Owner/Exec/Mgmt,West South Central,4.5,4.5,5,2
Male,35 to 44,White,Some college,Some college,$50K-$74K,Employed/Working FT,Logistics/transportation,Pacific,3.5,4.5,5,3
Female,18 to 24,White,Some college,Some college,$50K-$74K,Student,Not employed,West North Central,4.5,5,2.5,4
Male,45 to 54,White,Bachelor degree,Bachelor degree,$0-$24K,Not employed/Looking for work,Technical/skilled trade,West North Central,5,3,5,3
Female,35 to 44,White,Graduate degree,Post-graduate,$100K-$149K,Employed/Working FT,Licensed professional,Pacific,4.5,3.5,3.5,4.5
Male,65 to 74,White,Bachelor degree,Bachelor degree,$75K-$99K,Employed/Working part-time,Licensed professional,Pacific,5,4,4.5,2.5
Female,35 to 44,White,Some college,Some college,$75K-$99K,Employed/Working FT,Owner/Exec/Mgmt,East South Central,3,4.5,3.5,5
Female,18 to 24,White,Some HighSchool,HighSchool or less,$0-$24K,Employed/Working FT,Other,Mountain,5,4.5,4.5,2
Male,55 to 64,White,Some college,Some college,$50K-$74K,Employed/Working FT,Technical/skilled trade,Pacific,4.5,2.5,4.5,4.5
Other,25 to 34,White,Some college,Some college,$50K-$74K,Employed/Working FT,Sales/service,West North Central,1.5,1,3,3
Female,25 to 34,White,Some graduate school,Post-graduate,$150K and up,Employed/Working FT,Admin professional,Pacific,4.5,4.5,4,3
Female,25 to 34,White,Some college,Some college,$25K-$49K,Employed/Working FT,Licensed professional,Pacific,3.5,5,3.5,4
Male,55 to 64,White,Bachelor degree,Bachelor degree,$150K and up,Employed/Working FT,Admin professional,Pacific,5,2,4.5,4.5
Female,35 to 44,Black,Some college,Some college,$25K-$49K,Employed/Working FT,Other,West South Central,4.5,3,5,3.5
Female,18 to 24,White,Some college,Some college,$0-$24K,Employed/Working part-time,Sales/service,West North Central,5,3,3.5,4.5
Male,65 to 74,White,Graduate degree,Post-graduate,$150K and up,Employed/Working FT,Admin professional,Pacific,2,4.5,4.5,5
Female,25 to 34,White,Some college,Some college,$50K-$74K,Not employed-NOT looking for work,Not employed,South Atlantic,5,5,4.5,1.5
Female,35 to 44,Some other race,Some college,Some college,$25K-$49K,Employed/Working part-time,Sales/service,Pacific,5,3.5,4,3.5
Male,55 to 64,White,Graduate degree,Post-graduate,$75K-$99K,Employed/Working FT,Other,Mountain,3,3,5,5
Female,18 to 24,Asian,Bachelor degree,Bachelor degree,$25K-$49K,Student,Not employed,West North Central,4,3.5,4.5,4
Male,55 to 64,American Indian or Alaskan Native,Some graduate school,Post-graduate,$25K-$49K,Employed/Working FT,Other,East South Central,1,2.5,2.5,2.5
Male,45 to 54,White,Graduate degree,Post-graduate,$25K-$49K,Employed/Working FT,Licensed professional,Middle Atlantic,3.5,5,5,2.5
Female,55 to 64,White,Graduated from HighSchool,HighSchool or less,$25K-$49K,Not employed-NOT looking for work,Not employed,South Atlantic,4.5,5,3.5,3
Male,55 to 64,White,Some graduate school,Post-graduate,$50K-$74K,Employed/Working FT,Sales/service,South Atlantic,5,3.5,3,4.5
Female,25 to 34,Black,Graduated from HighSchool,HighSchool or less,$0-$24K,Not employed/Looking for work,Not employed,Middle Atlantic,5,5,2.5,3.5
Female,25 to 34,Multiple races,Graduated from HighSchool,HighSchool or less,$0-$24K,Employed/Working FT,Admin professional,Mountain,5,2.5,5,3.5
Female,25 to 34,White,Bachelor degree,Bachelor degree,$50K-$74K,Employed/Working part-time,Sales/service,West North Central,5,5,1.5,4.5
Female,25 to 34,White,Bachelor degree,Bachelor degree,$100K-$149K,Employed/Working FT,Technical/skilled trade,West North Central,3.5,5,5,2.5
Female,25 to 34,Black,Bachelor degree,Bachelor degree,$0-$24K,Employed/Working FT,Licensed professional,East North Central,4.5,3.5,5,3
Female,35 to 44,White,Bachelor degree,Bachelor degree,$100K-$149K,Employed/Working FT,Sales/service,East North Central,4,4,4,4
Female,18 to 24,White,Some college,Some college,$0-$24K,Employed/Working part-time,Sales/service,East North Central,3,3,5,5
Female,35 to 44,White,Graduated from HighSchool,HighSchool or less,$0-$24K,Employed/Working part-time,Owner/Exec/Mgmt,South Atlantic,3.5,2.5,1,1.5
Female,25 to 34,Black,Some college,Some college,$25K-$49K,Employed/Working FT,Owner/Exec/Mgmt,South Atlantic,5,3.5,5,2.5
Male,45 to 54,White,Bachelor degree,Bachelor degree,$75K-$99K,Employed/Working FT,Technical/skilled trade,West North Central,4.5,4.5,4.5,2.5
Male,45 to 54,White,Some college,Some college,$50K-$74K,Disabled/Unable to work,Not employed,Pacific,5,3,5,3
Female,55 to 64,White,Graduate degree,Post-graduate,$100K-$149K,Employed/Working FT,Licensed professional,East North Central,5,4,4,3
Female,35 to 44,White,Some college,Some college,$150K and up,Employed/Working FT,Owner/Exec/Mgmt,South Atlantic,5,3,5,3
Female,35 to 44,White,Graduated from HighSchool,HighSchool or less,$0-$24K,Disabled/Unable to work,Not employed,Middle Atlantic,4,5,5,2
Male,45 to 54,White,Graduate degree,Post-graduate,$100K-$149K,Employed/Working FT,Other,South Atlantic,4.5,3.5,3.5,4.5
Female,18 to 24,Multiple races,Graduated from HighSchool,HighSchool or less,$0-$24K,Employed/Working part-time,Sales/service,South Atlantic,5,1.5,5,4.5
Female,45 to 54,White,Some college,Some college,$25K-$49K,Employed/Working part-time,Contract/freelance,Pacific,4.5,5,4,2.5
Male,65 to 74,White,Graduate degree,Post-graduate,$25K-$49K,Retired,Licensed professional,East North Central,5,5,3.5,2.5
Male,65 to 74,White,Some college,Some college,$75K-$99K,Retired,Not employed,South Atlantic,2,1,5,0.5
Male,18 to 24,White,Some college,Some college,$0-$24K,Student,Not employed,West South Central,3.5,4.5,4.5,3.5
Female,65 to 74,White,Some college,Some college,$150K and up,Retired,Owner/Exec/Mgmt,West North Central,5,4.5,3.5,3
Female,18 to 24,Some other race,Graduated from HighSchool,HighSchool or less,$25K-$49K,Employed/Working part-time,Sales/service,West South Central,5,3.5,5,2.5
Male,65 to 74,White,Bachelor degree,Bachelor degree,$100K-$149K,Employed/Working part-time,Licensed professional,Middle Atlantic,3,4.5,4.5,4
Female,35 to 44,White,Graduated from HighSchool,HighSchool or less,$25K-$49K,Employed/Working FT,Admin professional,Mountain,5,3.5,3,4.5
Female,45 to 54,White,Bachelor degree,Bachelor degree,$75K-$99K,Employed/Working FT,Admin professional,West South Central,3.5,4.5,4.5,3.5
Female,35 to 44,White,Graduated from HighSchool,HighSchool or less,$25K-$49K,Disabled/Unable to work,Not employed,East South Central,5,3.5,3.5,4
Female,35 to 44,White,Graduate degree,Post-graduate,$25K-$49K,Employed/Working FT,Licensed professional,West South Central,4.5,5,2.5,4
Male,55 to 64,White,Some graduate school,Post-graduate,$50K-$74K,Employed/Working part-time,Contract/freelance,East South Central,5,3.5,3,4.5
Female,25 to 34,White,Bachelor degree,Bachelor degree,$0-$24K,Employed/Working FT,Admin professional,West South Central,4.5,3,5,3.5
Male,18 to 24,White,Graduate degree,Post-graduate,$25K-$49K,Student,Other,Mountain,2.5,3.5,0,2.5
Female,25 to 34,White,Bachelor degree,Bachelor degree,$0-$24K,Employed/Working FT,Admin professional,East North Central,4.5,3,4,4.5
Female,55 to 64,White,Some college,Some college,$50K-$74K,Employed/Working FT,Licensed professional,South Atlantic,5,3,5,3
Female,35 to 44,White,Graduate degree,Post-graduate,$100K-$149K,Employed/Working FT,Owner/Exec/Mgmt,Middle Atlantic,4,4,5,3
Male,45 to 54,White,Bachelor degree,Bachelor degree,$50K-$74K,Employed/Working part-time,Licensed professional,Mountain,5,3.5,5,2.5
Female,25 to 34,White,Graduate degree,Post-graduate,$100K-$149K,Employed/Working FT,Licensed professional,Middle Atlantic,4.5,3.5,5,3
Male,65 to 74,White,Graduate degree,Post-graduate,$150K and up,Retired,Other,Middle Atlantic,5,2,4.5,4.5
Male,65 to 74,White,Some graduate school,Post-graduate,$100K-$149K,Retired,Other,East South Central,5,3.5,4.5,3
Male,55 to 64,White,Graduate degree,Post-graduate,$75K-$99K,Not employed/Looking for work,Not employed,West South Central,5,3,4.5,3.5
Male,25 to 34,White,Some college,Some college,$0-$24K,Not employed/Looking for work,Arts/performer,East North Central,4.5,5,5,2
Male,55 to 64,White,Graduate degree,Post-graduate,$100K-$149K,Employed/Working FT,Licensed professional,East South Central,4.5,3,5,4
Female,55 to 64,White,Graduate degree,Post-graduate,$25K-$49K,Retired,Not employed,Mountain,2.5,1.5,3,1.5
Female,25 to 34,Black,Bachelor degree,Bachelor degree,$25K-$49K,Employed/Working FT,Owner/Exec/Mgmt,Pacific,3.5,4.5,3.5,5
Male,25 to 34,Black,Some college,Some college,$25K-$49K,Not employed/Looking for work,Arts/performer,New England,4,4.5,4.5,3.5
Male,35 to 44,White,Bachelor degree,Bachelor degree,$50K-$74K,Employed/Working FT,Owner/Exec/Mgmt,East North Central,5,4.5,5,2
Male,18 to 24,White,Some college,Some college,$0-$24K,Student,Sales/service,Pacific,5,4.5,4.5,2.5
Male,25 to 34,White,Graduated from HighSchool,HighSchool or less,$50K-$74K,Employed/Working FT,Other,South Atlantic,5,3.5,3,5
Other,25 to 34,White,Graduate degree,Post-graduate,$100K-$149K,Employed/Working FT,Technical/skilled trade,South Atlantic,5,3.5,4.5,3.5
Male,35 to 44,White,Some graduate school,Post-graduate,$75K-$99K,Employed/Working FT,Technical/skilled trade,South Atlantic,5,4.5,4,3
Male,25 to 34,Black,Some college,Some college,$0-$24K,Employed/Working FT,Sales/service,East South Central,4.5,3.5,4,4.5
Male,25 to 34,White,Some HighSchool,HighSchool or less,$150K and up,Employed/Working FT,Technical/skilled trade,Middle Atlantic,5,5,5,1.5
Female,18 to 24,American Indian or Alaskan Native,Graduated from HighSchool,HighSchool or less,$25K-$49K,Employed/Working part-time,Sales/service,East North Central,3.5,4.5,5,3.5
Female,25 to 34,White,Some graduate school,Post-graduate,$0-$24K,Student,Other,New England,3,2,2.5,1
Male,55 to 64,White,Graduate degree,Post-graduate,$150K and up,Retired,Not employed,West North Central,3,5,5,3.5
Male,35 to 44,White,Bachelor degree,Bachelor degree,$50K-$74K,Employed/Working FT,Admin professional,East North Central,4.5,4.5,4.5,3
Male,55 to 64,White,Some college,Some college,$75K-$99K,Retired,Not employed,West North Central,4,4.5,4.5,3.5
Male,45 to 54,Black,Some college,Some college,$0-$24K,Retired,Not employed,East South Central,4.5,4,5,3
Male,55 to 64,White,Graduate degree,Post-graduate,$150K and up,Retired,Arts/performer,South Atlantic,5,2,5,4.5
Male,45 to 54,American Indian or Alaskan Native,Graduated from HighSchool,HighSchool or less,$0-$24K,Not employed/Looking for work,Not employed,West South Central,5,4.5,4,3
Male,18 to 24,Asian,Some graduate school,Post-graduate,$0-$24K,Student,Not employed,East North Central,4.5,3.5,3.5,5
Female,55 to 64,White,Some college,Some college,$0-$24K,Retired,Other,South Atlantic,5,3,4.5,4
Female,65 to 74,White,Some college,Some college,$50K-$74K,Retired,Not employed,East North Central,5,4.5,3.5,3.5
Female,65 to 74,White,Graduate degree,Post-graduate,$150K and up,Employed/Working part-time,Admin professional,South Atlantic,5,5,3.5,3
Female,35 to 44,White,Some college,Some college,$100K-$149K,Not employed-NOT looking for work,Other,Pacific,2,3,2.5,1
Male,25 to 34,Black,Bachelor degree,Bachelor degree,$75K-$99K,Employed/Working FT,Other,South Atlantic,4.5,4.5,4,3.5
Female,45 to 54,Asian,Some graduate school,Post-graduate,$25K-$49K,Employed/Working part-time,Admin professional,New England,4.5,5,5,2
Male,55 to 64,White,Some college,Some college,$25K-$49K,Retired,Not employed,Mountain,5,5,4.5,2
Female,65 to 74,Some other race,Some graduate school,Post-graduate,$50K-$74K,Retired,Arts/performer,Pacific,3,4.5,4.5,4.5
Male,45 to 54,Asian,Bachelor degree,Bachelor degree,$50K-$74K,Not employed/Looking for work,Admin professional,West South Central,5,2.5,4.5,4.5
Female,55 to 64,White,Some college,Some college,$0-$24K,Disabled/Unable to work,Licensed professional,East North Central,4.5,3,4.5,4.5
Female,55 to 64,White,Bachelor degree,Bachelor degree,$50K-$74K,Employed/Working part-time,Owner/Exec/Mgmt,Middle Atlantic,5,4.5,5,2
Male,55 to 64,White,Graduate degree,Post-graduate,$50K-$74K,Employed/Working part-time,Contract/freelance,East North Central,5,2.5,5,4
Female,75 or older,White,Some graduate school,Post-graduate,$75K-$99K,Retired,Other,West South Central,5,3.5,3.5,4.5
Male,45 to 54,White,Some college,Some college,$150K and up,Employed/Working FT,Sales/service,South Atlantic,4.5,5,5,2
